FINESS;Raison sociale;Commune;Statut Juridique;Région
590787586;590787586 - INSTITUT COEUR POUMON CHU LILLE;LILLE;Public;32 - Hauts-de-France
590788865;590788865 - SMR JARDINS DU VELODROME;ROUBAIX;Public;32 - Hauts-de-France
590788964;590788964 - SARL CLINIQUE DU PARC;MAUBEUGE;Privé lucratif;32 - Hauts-de-France
590790473;590790473 - SSR FILIERIS LALLAING PLAINE DE SCARPE;LALLAING;Privé non lucratif;32 - Hauts-de-France
590790655;590790655 - SAINT ROCH CHIRURGIE;RONCQ;Privé lucratif;32 - Hauts-de-France
590791091;590791091 - CSPA LES BATELIERS CHU LILLE;LILLE;Public;32 - Hauts-de-France
590791109;590791109 - CLINIQUE LES BRUYERES;AUBERCHICOURT;Privé lucratif;32 - Hauts-de-France
590791323;590791323 - CTRE CONVALESCENCE SSR CH ARMENTIÈRES;ARMENTIERES;Public;32 - Hauts-de-France
590791653;590791653 - USN FONTAN - LINQUETTE CHR LILLE;LILLE;Public;32 - Hauts-de-France
590791729;590791729 - RESIDENCE MALATRAY CH TOURCOING;TOURCOING;Public;32 - Hauts-de-France
590796975;590796975 - HÔPITAL SALENGRO CHU LILLE;LILLE;Public;32 - Hauts-de-France
590797346;590797346 - SSR FILIERIS FRESNES JARDINS DU TEMPS;FRESNES SUR ESCAUT;Privé non lucratif;32 - Hauts-de-France
590797353;590797353 - GCS GHICL HOPITAL SAINT VINCENT -;LILLE;Privé non lucratif;32 - Hauts-de-France
590797387;590797387 - CRF L'ESPOIR DE LILLE HELLEMMES;LILLE;Privé non lucratif;32 - Hauts-de-France
590801106;590801106 - HOPITAL VICTOR PROVO;ROUBAIX;Public;32 - Hauts-de-France
590804696;590804696 - CENTRE HOSPITALIER DE TOURCOING;TOURCOING;Public;32 - Hauts-de-France
590804712;590804712 - CENTRE RADIOTHERAPIE ONCOLOGIE GRAY;MAUBEUGE;Privé lucratif;32 - Hauts-de-France
590806360;590806360 - CLINIQUE DE LA MITTERIE;LILLE;Privé lucratif;32 - Hauts-de-France
590806428;590806428 - CTRE D'AUTODIALYSE ADH DE DOUAI;LAMBRES LEZ DOUAI;Privé non lucratif;32 - Hauts-de-France
590809703;590809703 - CLINIQUE SAINT-ROCH;CAMBRAI;Privé lucratif;32 - Hauts-de-France
590810099;590810099 - CENTRE D'AUTODIALYSE ADH DE CAMBRAI;CAMBRAI;Privé non lucratif;32 - Hauts-de-France
590810784;590810784 - CLINIQUE ST-ROCH CONVALESCENCE;RONCQ;Privé lucratif;32 - Hauts-de-France
590810941;590810941 - NEPHOCARE MAUBEUGE, DIALYSE À DOMICILE;MAUBEUGE;Privé lucratif;32 - Hauts-de-France
590811006;590811006 - CTRE D'AUTODIALYSE MAUBEUGE;MAUBEUGE;Privé lucratif;32 - Hauts-de-France
590811279;590811279 - HOP CLAUDE HURIEZ CHU LILLE;LILLE;Public;32 - Hauts-de-France
590812186;590812186 - SERVICE D'ADDICTOLOGIE;ROUBAIX;Public;32 - Hauts-de-France
590812509;590812509 - SANTELYS HAD LILLE METROPOLE;LOOS;Privé non lucratif;32 - Hauts-de-France
590812749;590812749 - USLD CH VALENCIENNES;VALENCIENNES;Public;32 - Hauts-de-France
590813176;590813176 - CLINIQUE DES HETRES;LE CATEAU CAMBRESIS;Privé lucratif;32 - Hauts-de-France
590813341;590813341 - UNITE DE DIALYSE DE MONS EN BAROEUL;MONS EN BAROEUL;Privé non lucratif;32 - Hauts-de-France
590813382;590813382 - NOUVELLE CLINIQUE VILLETTE SA;DUNKERQUE;Privé lucratif;32 - Hauts-de-France
590813507;590813507 - POLYCLINIQUE DU VAL DE SAMBRE;MAUBEUGE;Privé lucratif;32 - Hauts-de-France
590813747;590813747 - CTRE D'AUTODIALYSE FOURMIES;FOURMIES;Privé lucratif;32 - Hauts-de-France
590815007;590815007 - CTRE D'AUTODIALYSE ADH LA SENTINELLE;LA SENTINELLE;Privé non lucratif;32 - Hauts-de-France
590815056;590815056 - CLINIQUE DE FLANDRE;COUDEKERQUE BRANCHE;Privé lucratif;32 - Hauts-de-France
590816310;590816310 - CLINIQUE SAINT AME;LAMBRES LEZ DOUAI;Privé lucratif;32 - Hauts-de-France
590816427;590816427 - CLINIQUE DES HAUTS-DE-FRANCE;LOUVROIL;Privé lucratif;32 - Hauts-de-France
590817441;590817441 - ETAB HOPALE - CENTRE CLAIR SEJOUR;BAILLEUL;Privé non lucratif;32 - Hauts-de-France
590817458;590817458 - CLINIQUE DE LA VICTOIRE;TOURCOING;Privé lucratif;32 - Hauts-de-France
590817839;590817839 - CLINIQUE DU VAL DE LYS;TOURCOING;Privé lucratif;32 - Hauts-de-France
600000012;600000012 - CHI EPSM DE L'OISE - SITE DE CLERMONT;CLERMONT;Public;32 - Hauts-de-France
600000020;600000020 - HL CRÉPY-EN-VALOIS;CREPY EN VALOIS;Public;32 - Hauts-de-France
600000046;600000046 - CH PONT-SAINTE-MAXENCE;PONT SAINTE MAXENCE;Public;32 - Hauts-de-France
600000053;600000053 - CH GHPSO SENLIS;SENLIS;Public;32 - Hauts-de-France
600000152;600000152 - CH CHAUMONT-EN-VEXIN;CHAUMONT EN VEXIN;Public;32 - Hauts-de-France
600000186;600000186 - CH CLERMONT;CLERMONT;Public;32 - Hauts-de-France
600000194;600000194 - CH BEAUVAIS;BEAUVAIS;Public;32 - Hauts-de-France
600000285;600000285 - CH CHICN NOYON;NOYON;Public;32 - Hauts-de-France
600000467;600000467 - CH GHPSO CREIL;CREIL;Public;32 - Hauts-de-France
600001184;600001184 - USLD HL GRANDVILLIERS;GRANDVILLIERS;Public;32 - Hauts-de-France
600002067;600002067 - UNITÉ DE DIALYSE DE SENLIS;SENLIS;Privé non lucratif;32 - Hauts-de-France
600002158;600002158 - IRSO;CREIL;Privé lucratif;32 - Hauts-de-France
600003008;600003008 - SERVICE HOSPITALISATION A DOMICILE;NOGENT SUR OISE;Privé non lucratif;32 - Hauts-de-France
600008734;600008734 - UNITÉ DE DIALYSE DE FLEURINES;FLEURINES;Privé non lucratif;32 - Hauts-de-France
600009054;600009054 - CLINIQUE EUGENIE;PIERREFONDS;Privé lucratif;32 - Hauts-de-France
600010094;600010094 - SSR HL CRÈVECOEUR-LE-GRAND;CREVECOEUR LE GRAND;Public;32 - Hauts-de-France
600010102;600010102 - HAD CHICN COMPIÈGNE;COMPIEGNE;Public;32 - Hauts-de-France
600010862;600010862 - SAS CENTRE CHIRURGICAL DE CHANTILLY;GOUVIEUX;Privé lucratif;32 - Hauts-de-France
600012330;600012330 - SNC CROM DE COMPIEGNE;COMPIEGNE;Privé lucratif;32 - Hauts-de-France
600013981;600013981 - SSR MONCHY ST ÉLOI;MONCHY SAINT ELOI;Privé non lucratif;32 - Hauts-de-France
600013999;600013999 - CENTRE CHIRURGICAL;CREIL;Privé lucratif;32 - Hauts-de-France
600014419;600014419 - SANTELYS DIALYSE À DOMICILE CREIL;SENLIS;Privé non lucratif;32 - Hauts-de-France
600014542;600014542 - CENTRE DE DIALYSE POLE SANTE DU VALOIS;CREPY EN VALOIS;Privé lucratif;32 - Hauts-de-France
600015820;600015820 - SANTELYS DIALYSE À DOMICILE BEAUVAIS;BEAUVAIS;Privé non lucratif;32 - Hauts-de-France
600100101;600100101 - CH AP-HP LIANCOURT;LIANCOURT;Public;32 - Hauts-de-France
600100168;600100168 - CENTRE MÉDICO-CHIRURGICAL DES JOCKEYS;GOUVIEUX;Privé non lucratif;32 - Hauts-de-France
600100184;600100184 - CLINIQUE DU VALOIS;SENLIS;Privé lucratif;32 - Hauts-de-France
600100275;600100275 - LE CHATEAU DU TILLET;CIRES LES MELLO;Privé non lucratif;32 - Hauts-de-France
600100283;600100283 - CLINIQUE DE RÉÉDUCATION A DE ROTHSCHIL;GOUVIEUX;Privé non lucratif;32 - Hauts-de-France
600100671;600100671 - SSR BTP SAINT-OMER-EN-CHAUSSÉE;SAINT OMER EN CHAUSSEE;Privé non lucratif;32 - Hauts-de-France
600100754;600100754 - POLYCLINIQUE SAINT CÔME;COMPIEGNE;Privé lucratif;32 - Hauts-de-France
600100796;600100796 - CTRE RÉÉDUC & RÉADAPT FONCTIONELLE;CHAUMONT EN VEXIN;Privé non lucratif;32 - Hauts-de-France
600100861;600100861 - SSR LNA BRETEUIL;BRETEUIL;Privé lucratif;32 - Hauts-de-France
600101679;600101679 - SSR UGECAM BEAUVAIS;BEAUVAIS;Privé non lucratif;32 - Hauts-de-France
600101687;600101687 - PAVILLON DE LA CHAUSSÉE;GOUVIEUX;Privé non lucratif;32 - Hauts-de-France
600101943;600101943 - CTRE PRÉVENTION RÉADAPTATION CARDIO.;TRACY LE MONT;Privé non lucratif;32 - Hauts-de-France
600105381;600105381 - USLD CONDÉ CHANTILLY;CHANTILLY;Privé non lucratif;32 - Hauts-de-France
600107049;600107049 - ASSOCIATION LA NOUVELLE FORGE;MONTATAIRE;Privé non lucratif;32 - Hauts-de-France
600107494;600107494 - USLD CH BEAUVAIS;BEAUVAIS;Public;32 - Hauts-de-France
600107668;600107668 - USLD CHICN COMPIÈGNE;COMPIEGNE;Public;32 - Hauts-de-France
600109748;600109748 - UNITE DE DIALYSE DE BEAUVAIS;BEAUVAIS;Privé non lucratif;32 - Hauts-de-France
600110175;600110175 - CLINIQUE DU PARC SAINT-LAZARE;BEAUVAIS;Privé lucratif;32 - Hauts-de-France
600110399;600110399 - AUTODIALYSE LA DIALOISE NOYON;NOYON;Privé lucratif;32 - Hauts-de-France
600111124;600111124 - SSR CONDÉ CHANTILLY;CHANTILLY;Privé non lucratif;32 - Hauts-de-France
600112460;600112460 - AUTODIALYSE LA DIALOISE COMPIÈGNE;COMPIEGNE;Privé lucratif;32 - Hauts-de-France
600113476;600113476 - CH CHICN COMPIÈGNE;COMPIEGNE;Public;32 - Hauts-de-France
610000028;610000028 - CENTRE PSYCHOTHERAPIQUE DE L'ORNE;ALENCON;Public;28 - Normandie
610000044;610000044 - CENTRE HOSPITALIER DE L'AIGLE;L AIGLE;Public;28 - Normandie
610000051;610000051 - CHICAM - SITE ALENCON;ALENCON;Public;28 - Normandie
610000069;610000069 - CENTRE HOSPITALIER D'ARGENTAN;ARGENTAN;Public;28 - Normandie
610000077;610000077 - CH MARGUERITE DE LORRAINE-MORTAGNE;MORTAGNE AU PERCHE;Public;28 - Normandie
610000085;610000085 - CH BELLEME;BELLEME;Public;28 - Normandie
610000093;610000093 - CENTRE HOSPITALIER - SEES;SEES;Public;28 - Normandie
610000101;610000101 - CH - VIMOUTIERS;VIMOUTIERS;Public;28 - Normandie
610000119;610000119 - CH JACQUES MONOD - FLERS;FLERS;Public;28 - Normandie
610004269;610004269 - HAD ARGENTAN;ARGENTAN;Privé non lucratif;28 - Normandie
610005837;610005837 - HOSPITALISATION A DOMICILE - ALENCON;CONDE SUR SARTHE;Privé non lucratif;28 - Normandie
610006256;610006256 - HAD ORNE-EST;MORTAGNE AU PERCHE;Privé non lucratif;28 - Normandie
610006421;610006421 - CLINIQUE D'ALENCON;ALENCON;Privé lucratif;28 - Normandie
610006710;610006710 - ANIDER - ARGENTAN;ARGENTAN;Privé non lucratif;28 - Normandie
610006728;610006728 - ANIDER - ALENCON;ALENCON;Privé non lucratif;28 - Normandie
610006736;610006736 - ANIDER - FLERS;FLERS;Privé non lucratif;28 - Normandie
610006777;610006777 - HAD ORNE EST SITE DE L'AIGLE;L AIGLE;Privé non lucratif;28 - Normandie
610007155;610007155 - HAD ALENCON SITE FERTE MACE;LA FERTE MACE;Privé non lucratif;28 - Normandie
610007312;610007312 - HAD DU CH DE VIRE - SITE DE FLERS;FLERS;Public;28 - Normandie
610008815;610008815 - CH JACQUES MONOD - SSR - FLERS;FLERS;Public;28 - Normandie
610780108;610780108 - CHIC DES ANDAINES - DOMFRONT;DOMFRONT EN POIRAIE;Public;28 - Normandie
610780116;610780116 - CHIC DES ANDAINES - LA FERTE MACE;LA FERTE MACE;Public;28 - Normandie
610780371;610780371 - CSMR LE PARC;BAGNOLES DE L ORNE NORMANDIE;Privé non lucratif;28 - Normandie
610780389;610780389 - CMPR LA CLAIRIERE FLERS;FLERS;Privé non lucratif;28 - Normandie
610784050;610784050 - USLD  LES PASTELS  - CH ALENCON;ALENCON;Public;28 - Normandie
610784423;610784423 - CMPR DE BAGNOLES DE L'ORNE;BAGNOLES DE L ORNE NORMANDIE;Privé non lucratif;28 - Normandie
610787822;610787822 - SOINS DE SUITE ET RÉADAPTATION;ALENCON;Public;28 - Normandie
610788325;610788325 - CENTRE MAUBERT (61G03) - CH FLERS;FLERS;Public;28 - Normandie
620000026;620000026 - ETAB HOPALE CTRE CALOT/HELIO;BERCK;Privé non lucratif;32 - Hauts-de-France
620000034;620000034 - CH ARRAS;ARRAS;Public;32 - Hauts-de-France
620000059;620000059 - CH BAPAUME;BAPAUME;Public;32 - Hauts-de-France
620000067;620000067 - CENTRE HOSPITALIER DU TERNOIS;GAUCHIN VERLOINGT;Public;32 - Hauts-de-France
620000117;620000117 - CH D'HESDIN;MARCONNE;Public;32 - Hauts-de-France
620000224;620000224 - CH BETHUNE;BETHUNE;Public;32 - Hauts-de-France
620000232;620000232 - CH CARVIN;CARVIN;Public;32 - Hauts-de-France
620000240;620000240 - CH HENIN BEAUMONT;HENIN BEAUMONT;Public;32 - Hauts-de-France
620000257;620000257 - CH LENS;LENS;Public;32 - Hauts-de-France
620000281;620000281 - EPSM VAL DE LYS ARTOIS;SAINT VENANT;Public;32 - Hauts-de-France
620000299;620000299 - CH AIRE SUR LA LYS;AIRE SUR LA LYS;Public;32 - Hauts-de-France
620000323;620000323 - CH CALAIS;CALAIS;Public;32 - Hauts-de-France
620000349;620000349 - CH REGION DE ST OMER;HELFAUT;Public;32 - Hauts-de-France
620000638;620000638 - ASSOC REGIONALE ESPOIR ET VIE;ARRAS;Privé non lucratif;32 - Hauts-de-France
620000653;620000653 - CH BOULOGNE-SUR-MER;BOULOGNE SUR MER;Public;32 - Hauts-de-France
620001834;620001834 - GROUPE AHNAC;LIEVIN;Privé non lucratif;32 - Hauts-de-France
620002154;620002154 - INSTITUT ALBERT CALMETTE A CAMIERS;CAMIERS;Public;32 - Hauts-de-France
620003202;620003202 - CH ARRONDISSEMENT DE MONTREUIL;RANG DU FLIERS;Public;32 - Hauts-de-France
620003350;620003350 - HOPITAL DE RIAUMONT;LIEVIN;Privé non lucratif;32 - Hauts-de-France
620003376;620003376 - POLYCLINIQUE MED CHIR D'HENIN-BEAUMONT;HENIN BEAUMONT;Privé non lucratif;32 - Hauts-de-France
620003822;620003822 - ETAB HOPALE - CENTRE SAINTE BARBE;FOUQUIERES LES LENS;Privé non lucratif;32 - Hauts-de-France
620003889;620003889 - SANTELYS HAD DU BÉTHUNOIS;BEUVRY;Privé non lucratif;32 - Hauts-de-France
620006049;620006049 - CLINIQUE CHIRURGICALE DE SAINT-OMER;SAINT OMER;Privé lucratif;32 - Hauts-de-France
620010058;620010058 - UNITE DE DIALYSE DE COQUELLES;COQUELLES;Privé non lucratif;32 - Hauts-de-France
620010348;620010348 - HAD CALAIS - SAINT OMER;CALAIS;Privé non lucratif;32 - Hauts-de-France
620010389;620010389 - SANTELYS HAD ARTOIS ET TERNOIS;ARRAS;Privé non lucratif;32 - Hauts-de-France
620011338;620011338 - UNITE DE DIALYSE DE BERCK;BERCK;Privé non lucratif;32 - Hauts-de-France
620013649;620013649 - HAD DU LITTORAL BOULOGNE MONTREUIL;CAMPAGNE LES HESDIN;Privé non lucratif;32 - Hauts-de-France
620018143;620018143 - CENTRE DE SOINS PSY ROGER MISES;DAINVILLE;Public;32 - Hauts-de-France
620018705;620018705 - CTRE DE DIALYSE A DOMICILE ADH HENIN B;HENIN BEAUMONT;Privé non lucratif;32 - Hauts-de-France
620020636;620020636 - CTRE D'AUTODIALYSE ADH DE ST-POL;SAINT POL SUR TERNOISE;Privé non lucratif;32 - Hauts-de-France
620024208;620024208 - NEPHROCARE HELFAUT;HELFAUT;Privé lucratif;32 - Hauts-de-France
620024349;620024349 - CLINIQUE DU VIRVAL;CALAIS;Privé lucratif;32 - Hauts-de-France
620025346;620025346 - POLYCLINIQUE DE LA  CLARENCE;DIVION;Privé non lucratif;32 - Hauts-de-France
620025387;620025387 - CLINIQUE DU LITTORAL;RANG DU FLIERS;Privé lucratif;32 - Hauts-de-France
620025494;620025494 - CTRE AUTODIALYSE & UNITE DIALY MED ADH;VERQUIGNEUL;Privé non lucratif;32 - Hauts-de-France
620026252;620026252 - CENTRE DE SANTE MENTALE  JB PUSSIN;LENS;Public;32 - Hauts-de-France
620026690;620026690 - GCS CENTRE JOLIOT CURIE;SAINT MARTIN BOULOGNE;Privé non lucratif;32 - Hauts-de-France
620026997;620026997 - UNITE DE DIALYSE DE SAINT-LEONARD;SAINT LEONARD;Privé non lucratif;32 - Hauts-de-France
620027664;620027664 - ETABLISSEMENT HOPALE-CENTRE CALVÉ;BERCK;Privé non lucratif;32 - Hauts-de-France
620030726;620030726 - CLINIQUE DES OYATS-CENTRE DE POST-CURE;CALAIS;Privé lucratif;32 - Hauts-de-France
620031096;620031096 - CENTRE D'AUTODIALYSE ADH DE OIGNIES;OIGNIES;Privé non lucratif;32 - Hauts-de-France
620032706;620032706 - CENTRE D'AUTODIALYSE ADH DE ST VENANT;SAINT VENANT;Privé non lucratif;32 - Hauts-de-France
620033712;620033712 - INSTITUT D'ADDICTOLOGIE DU LITTORAL;CALAIS;Privé lucratif;32 - Hauts-de-France
620033753;620033753 - ETABLISSEMENT SITE CHAM;RANG DU FLIERS;Public;32 - Hauts-de-France
620033795;620033795 - SANTELYS DIALYSE À DOMICILE BOULOGNE/M;BERCK;Privé non lucratif;32 - Hauts-de-France
620033829;620033829 - HEMODIALYSE SITE CH CALAIS;CALAIS;Public;32 - Hauts-de-France
620034058;620034058 - SSR CH ARRAS;DAINVILLE;Public;32 - Hauts-de-France
620034926;620034926 - CLINIQUE DE LA CHENAIE;ROUVROY;Privé lucratif;32 - Hauts-de-France
620035972;620035972 - CENTRE MARIE CURIE;ARRAS;Privé lucratif;32 - Hauts-de-France
620035980;620035980 - CENTRE PIERRE CURIE;BEUVRY;Privé lucratif;32 - Hauts-de-France
620037408;620037408 - CENTRE REEDUCATION HOPALE ARRAS;ARRAS;Privé non lucratif;32 - Hauts-de-France
620100016;620100016 - HOP MARITIME DE BERCK;BERCK;Public;32 - Hauts-de-France
620100099;620100099 - HOPITAL PRIVE ARRAS LES BONNETTES;ARRAS;Privé lucratif;32 - Hauts-de-France
620100347;620100347 - CLINIQUE PSYCHIATRIQUE  LE RYONVAL;SAINTE CATHERINE;Privé non lucratif;32 - Hauts-de-France
620100487;620100487 - CLINIQUE DES ACACIAS;CUCQ;Privé lucratif;32 - Hauts-de-France
620100495;620100495 - CLINIQUE LES DRAGS;LE TOUQUET PARIS PLAGE;Privé lucratif;32 - Hauts-de-France
620100735;620100735 - CLINIQUE ANNE ARTOIS;BETHUNE;Privé lucratif;32 - Hauts-de-France
620100750;620100750 - CLINIQUE AMBROISE PARE;BEUVRY;Privé lucratif;32 - Hauts-de-France
620100842;620100842 - CRF LES HAUTOIS D'OIGNIES;OIGNIES;Privé non lucratif;32 - Hauts-de-France
620101311;620101311 - CLINIQUE DES 2 CAPS;COQUELLES;Privé lucratif;32 - Hauts-de-France
620101501;620101501 - HOPITAL PRIVE DE BOIS BERNARD;BOIS BERNARD;Privé lucratif;32 - Hauts-de-France
620102954;620102954 - SSR FILIERIS BULLY LES MINES SURGEON;BULLY LES MINES;Privé non lucratif;32 - Hauts-de-France
620105940;620105940 - POLYCLINIQUE DU TERNOIS;SAINT POL SUR TERNOISE;Privé lucratif;32 - Hauts-de-France
620105973;620105973 - CTRE ANTOINE DE SAINT EXUPERY;VENDIN LE VIEIL;Privé non lucratif;32 - Hauts-de-France
620105981;620105981 - HOPITAL A DOMICILE REGION DE LENS;LENS;Privé non lucratif;32 - Hauts-de-France
620106203;620106203 - SSR FILIERIS BRUAY BUISSIERE ROSERAIE;BRUAY LA BUISSIERE;Privé non lucratif;32 - Hauts-de-France
620106625;620106625 - MAISON SLD LA MANAIE AUCHEL;AUCHEL;Privé non lucratif;32 - Hauts-de-France
620108357;620108357 - USLD LES OPALINES - CHAM;MONTREUIL;Public;32 - Hauts-de-France
620111195;620111195 - USLD CH ARRAS;DAINVILLE;Public;32 - Hauts-de-France
620115170;620115170 - CTRE D'ENTRAIN AUTODIALYSE ST-NICOLAS;SAINT NICOLAS;Privé non lucratif;32 - Hauts-de-France
620115410;620115410 - CENTRE D'AUTODIALYSE ADH DE LENS;LENS;Privé non lucratif;32 - Hauts-de-France
620116046;620116046 - CLINIQUE DES 7 VALLEES;MARCONNE;Privé lucratif;32 - Hauts-de-France
620117309;620117309 - CTRE D'AUTODIALYSE ADH SITE ECOPAC;HENIN BEAUMONT;Privé non lucratif;32 - Hauts-de-France
620117325;620117325 - CENTRE D'AUTODIALYSE ADH DE DIVION;DIVION;Privé non lucratif;32 - Hauts-de-France
620117606;620117606 - SSR FILIERIS AUCHEL LA MANAIE;AUCHEL;Privé non lucratif;32 - Hauts-de-France
620117812;620117812 - CTRE D'AUTODIALYSE ADH DE LIEVIN;LIEVIN;Privé non lucratif;32 - Hauts-de-France
620118513;620118513 - CENTRE MCO COTE D'OPALE;SAINT MARTIN BOULOGNE;Privé lucratif;32 - Hauts-de-France
620120063;620120063 - CENTRE AUTODIALYSE AIRE/LA LYS;AIRE SUR LA LYS;Privé non lucratif;32 - Hauts-de-France
630000016;630000016 - CH DU MONT DORE;MONT DORE;Public;84 - Auvergne-Rhône-Alpes
630000131;630000131 - CLINIQUE MED CARDIO PNEUMOLOGIE DURTOL;DURTOL;Privé non lucratif;84 - Auvergne-Rhône-Alpes
630000149;630000149 - CH ETIENNE CLEMENTEL;ENVAL;Public;84 - Auvergne-Rhône-Alpes
630000404;630000404 - HOPITAL GABRIEL MONTPIED - CHU63;CLERMONT FERRAND;Public;84 - Auvergne-Rhône-Alpes
630000412;630000412 - CH D'AMBERT;AMBERT;Public;84 - Auvergne-Rhône-Alpes
630000420;630000420 - CH PAUL ARDIER ISSOIRE;ISSOIRE;Public;84 - Auvergne-Rhône-Alpes
630000438;630000438 - CH DE RIOM;RIOM;Public;84 - Auvergne-Rhône-Alpes
630000446;630000446 - CH DE THIERS;THIERS;Public;84 - Auvergne-Rhône-Alpes
630000479;630000479 - CENTRE LUTTE CONTRE LE CANCER J.PERRIN;CLERMONT FERRAND;Privé non lucratif;84 - Auvergne-Rhône-Alpes
630000487;630000487 - CENTRE DE REED.FONCT.NOTRE-DAME;CHAMALIERES;Privé non lucratif;84 - Auvergne-Rhône-Alpes
630000560;630000560 - CH BILLOM;BILLOM;Public;84 - Auvergne-Rhône-Alpes
630005668;630005668 - AURA SANTE CLERMONT-FERRAND;CLERMONT FERRAND;Privé non lucratif;84 - Auvergne-Rhône-Alpes
630007698;630007698 - AURA SANTE AMBERT;AMBERT;Privé non lucratif;84 - Auvergne-Rhône-Alpes
630007748;630007748 - AURA SANTE ISSOIRE;ISSOIRE;Privé non lucratif;84 - Auvergne-Rhône-Alpes
630007789;630007789 - AURA SANTE MONT-DORE;MONT DORE;Privé non lucratif;84 - Auvergne-Rhône-Alpes
630007839;630007839 - AURA SANTE RIOM;RIOM;Privé non lucratif;84 - Auvergne-Rhône-Alpes
630007888;630007888 - AURA SANTE THIERS;THIERS;Privé non lucratif;84 - Auvergne-Rhône-Alpes
630008118;630008118 - HAD CLERMONT-FERRAND;CLERMONT FERRAND;Privé lucratif;84 - Auvergne-Rhône-Alpes
630009546;630009546 - UNITE DE RADIOTHERAPIE;CLERMONT FERRAND;Privé lucratif;84 - Auvergne-Rhône-Alpes
630010296;630010296 - HAD 63 - SERVICE HAD;CEBAZAT;Privé non lucratif;84 - Auvergne-Rhône-Alpes
630010510;630010510 - CLINIQUE DES 6 LACS;CHAMALIERES;Privé lucratif;84 - Auvergne-Rhône-Alpes
630010528;630010528 - AURA SANTE HAD CEBAZAT;CEBAZAT;Privé non lucratif;84 - Auvergne-Rhône-Alpes
630011211;630011211 - SSR AUVERGNE BASSE VISION;CLERMONT FERRAND;Privé non lucratif;84 - Auvergne-Rhône-Alpes
630011823;630011823 - SSR NUTRITION - OBESITE - UGECAM;CLERMONT FERRAND;Privé non lucratif;84 - Auvergne-Rhône-Alpes
630016590;630016590 - MECS L'ILE AUX ENFANTS;LA BOURBOULE;Privé non lucratif;84 - Auvergne-Rhône-Alpes
630780179;630780179 - SSR ALTERIS DE CHANAT LA MOUTEYRE;CHANAT LA MOUTEYRE;Privé non lucratif;84 - Auvergne-Rhône-Alpes
630780195;630780195 - CHS TC PG INTRA-MUROS;CLERMONT FERRAND;Privé non lucratif;84 - Auvergne-Rhône-Alpes
630780211;630780211 - POLE SANTE REPUBLIQUE;CLERMONT FERRAND;Privé lucratif;84 - Auvergne-Rhône-Alpes
630780310;630780310 - CLINEA - CLINIQUE LES SORBIERS;ISSOIRE;Privé lucratif;84 - Auvergne-Rhône-Alpes
630780369;630780369 - CLINIQUE DE LA PLAINE;CLERMONT FERRAND;Privé lucratif;84 - Auvergne-Rhône-Alpes
630780401;630780401 - CLINIQUE PSYCHIATRIQUE DE L AUZON;LA ROCHE BLANCHE;Privé lucratif;84 - Auvergne-Rhône-Alpes
630780526;630780526 - SSR LES SAPINS;CEYRAT;Privé non lucratif;84 - Auvergne-Rhône-Alpes
630780559;630780559 - SSR MECS TZA-NOU - UGECAM;LA BOURBOULE;Privé non lucratif;84 - Auvergne-Rhône-Alpes
630781268;630781268 - HOPITAL ESTAING - CHU63;CLERMONT FERRAND;Public;84 - Auvergne-Rhône-Alpes
630781417;630781417 - CLINIQUE PSYCHIATRIQUE LES QUEYRIAUX;COURNON D AUVERGNE;Privé lucratif;84 - Auvergne-Rhône-Alpes
630781755;630781755 - CENTRE MEDICAL INFANTILE DE ROMAGNAT;ROMAGNAT;Privé non lucratif;84 - Auvergne-Rhône-Alpes
630781771;630781771 - CHU PSYCHIATRIE;CLERMONT FERRAND;Public;84 - Auvergne-Rhône-Alpes
630781821;630781821 - CLINIQUE PSYCHIATRIQUE LE GRAND PRE;DURTOL;Privé lucratif;84 - Auvergne-Rhône-Alpes
630781839;630781839 - HOPITAL PRIVE LA CHATAIGNERAIE;BEAUMONT;Privé lucratif;84 - Auvergne-Rhône-Alpes
630783348;630783348 - CTRE REED FONCT M.GANTCHOULA;PIONSAT;Privé non lucratif;84 - Auvergne-Rhône-Alpes
630783538;630783538 - HOPITAL LOUISE MICHEL - CHU63;CEBAZAT;Public;84 - Auvergne-Rhône-Alpes
630784742;630784742 - AURA SANTE CHAMALIERES;CHAMALIERES;Privé non lucratif;84 - Auvergne-Rhône-Alpes
630785756;630785756 - CTRE REEDUCATION FONCT.M.BARBAT;BEAUMONT;Privé non lucratif;84 - Auvergne-Rhône-Alpes
630790384;630790384 - CENTRE DE LONG SEJOUR;CLERMONT FERRAND;Privé non lucratif;84 - Auvergne-Rhône-Alpes
640000162;640000162 - CH COTE BASQUE;BAYONNE;Public;75 - Nouvelle-Aquitaine
640000402;640000402 - CENTRE HOSPITALIER D'ORTHEZ;ORTHEZ;Public;75 - Nouvelle-Aquitaine
640000410;640000410 - CENTRE HOSPITALIER OLORON;OLORON SAINTE MARIE;Public;75 - Nouvelle-Aquitaine
640000428;640000428 - CENTRE HOSPITALIER DE MAULEON;MAULEON LICHARRE;Public;75 - Nouvelle-Aquitaine
640000436;640000436 - CENTRE HOSPITALIER DES PYRENEES;PAU;Public;75 - Nouvelle-Aquitaine
640000600;640000600 - CENTRE HOSPITALIER DE PAU;PAU;Public;75 - Nouvelle-Aquitaine
